date,open,high,low,close,volume
2016-02-17,88.7489,89.1364,88.7294,89.1168,4925558
2016-02-18,88.2376,89.0281,87.2226,88.004,3512922
2016-02-19,88.0962,88.654,86.9917,87.5425,5962597
2016-02-22,87.5082,90.1227,86.5458,89.1316,3623129
2016-02-23,89.1159,90.5588,87.278,88.6911,6905347
2016-02-24,88.9085,89.7898,88.7213,89.6008,5024093
2016-02-25,89.5776,90.0965,87.938,88.4475,3141556
2016-02-26,88.0987,89.3212,86.9875,88.1945,13747223
2016-02-29,88.1513,88.6327,86.5668,87.0395,5536719
2016-03-01,87.0599,87.6705,86.0267,86.6301,3565766
2016-03-02,86.6646,87.6592,86.6489,87.6434,9832522
2016-03-03,87.6925,88.8876,84.4184,85.5688,5129360
2016-03-04,85.8775,87.5441,84.4453,86.0841,10617389
2016-03-07,85.7608,86.9535,85.1821,86.3667,5119562
2016-03-08,86.4193,86.7985,85.2829,85.6571,5529335
2016-03-09,86.0408,86.4415,83.567,83.9562,7880248
2016-03-10,83.4531,84.31,83.1846,84.0387,8703406
2016-03-11,84.091,84.3705,83.1466,83.4229,9335462
2016-03-14,83.2539,83.9026,83.0439,83.691,6622880
2016-03-15,83.5835,84.8979,82.4188,83.7149,8481382
2016-03-16,83.4529,86.3809,82.6913,85.5926,9250505
2016-03-17,85.5423,86.2998,84.559,85.3077,7438390
2016-03-18,85.8537,86.4236,83.5502,84.1048,6484168
2016-03-21,83.7372,84.9406,83.1181,84.3127,3850907
2016-03-22,83.9717,84.7905,83.752,84.5687,8724162
2016-03-23,84.1881,86.9899,83.3998,86.1753,6981726
2016-03-24,86.6926,87.3135,86.5572,87.177,5818138
2016-03-25,87.0375,87.754,86.8925,87.6078,11444775
2016-03-28,87.6,89.4913,87.5118,89.4011,3877898
2016-03-29,89.2764,90.7873,86.4753,87.9388,13250579
2016-03-30,87.6516,87.7102,87.1029,87.1611,6804046
2016-03-31,87.0902,87.5754,85.5708,86.0476,7794622
2016-04-01,86.7836,87.644,84.7424,85.5826,5861521
2016-04-04,85.9964,87.0279,82.9686,83.9638,3524003
2016-04-05,83.7161,85.0606,83.3658,84.7048,6492079
2016-04-06,84.895,84.9161,84.422,84.4429,7848518
2016-04-07,84.2,84.5963,82.35,82.7377,8997231
2016-04-08,82.2301,82.4328,81.3793,81.58,6342122
2016-04-11,81.8687,82.6121,81.1965,81.9339,2855968
2016-04-12,82.2638,83.4617,81.7001,82.8897,3705292
2016-04-13,83.1907,85.2175,83.1873,85.2141,15599434
2016-04-14,85.0755,89.3669,84.4636,88.7242,4434489
2016-04-15,88.6729,90.6818,87.2568,89.2337,12148996
2016-04-18,89.4658,89.5086,87.9747,88.0169,4724643
2016-04-19,88.1363,88.4515,85.1483,85.4528,6381763
2016-04-20,85.3363,85.8645,85.2414,85.769,8815487
2016-04-21,85.2892,85.6457,84.4537,84.8067,4944861
2016-04-22,84.8402,84.9373,84.2221,84.3185,12978742
2016-04-25,84.6343,85.999,82.2783,83.6049,7076066
2016-04-26,83.2587,83.6656,83.0348,83.4405,8254571
2016-04-27,83.6254,84.8866,83.4228,84.681,6168057
2016-04-28,84.7783,86.2834,83.3837,84.8641,8934452
2016-04-29,85.0849,85.4749,84.2899,84.6763,12909247
2016-05-02,84.9325,86.2238,82.2182,83.4682,6513731
2016-05-03,83.2676,83.2713,81.5484,81.552,13712555
2016-05-04,81.0964,82.3069,79.8115,81.0028,5375160
2016-05-05,80.8532,81.4476,80.3504,80.9411,9319092
2016-05-06,81.1909,83.1595,80.9838,82.9474,8348421
2016-05-09,82.7918,83.1413,82.7466,83.0959,4477182
2016-05-10,82.8963,84.6722,82.4673,84.234,7477890
2016-05-11,83.7041,83.7569,83.599,83.6517,6885192
2016-05-12,84.1612,84.7916,81.6761,82.2879,4880022
2016-05-13,82.5236,82.5326,81.1844,81.1932,7921873
2016-05-16,81.4101,81.6247,80.1686,80.3799,7278629
2016-05-17,80.6499,82.9577,80.4819,82.7849,6668480
2016-05-18,82.9505,83.6379,81.1738,81.8465,6679183
2016-05-19,81.7772,83.6496,80.9484,82.8017,6622167
2016-05-20,82.7548,83.2151,81.3183,81.7707,5925985
2016-05-23,81.6497,83.2936,81.197,82.8319,7259859
2016-05-24,83.5915,83.8556,83.0113,83.2736,5306121
2016-05-25,83.4341,84.5006,82.0429,83.0916,19868798
2016-05-26,82.9582,83.8384,82.1714,83.0433,3906701
2016-05-27,83.1773,84.0477,81.4396,82.2917,5433222
2016-05-30,82.004,82.9827,81.8242,82.8007,5607639
2016-05-31,83.2334,83.88,81.6446,82.2788,15527678
2016-06-01,82.0906,82.2734,80.712,80.8918,4048607
2016-06-02,81.0323,82.1206,78.4172,79.4704,8140044
2016-06-03,79.7645,80.7136,78.7226,79.6594,7582056
2016-06-06,79.7657,82.524,78.6991,81.4205,7844931
2016-06-07,81.4472,82.164,80.888,81.5999,11256706
2016-06-08,81.603,81.7981,81.2701,81.4645,11164716
2016-06-09,81.4486,82.2097,81.0292,81.7865,5731882
2016-06-10,81.6232,83.5823,81.3268,83.2788,7418922
2016-06-13,83.1493,84.3516,82.3403,83.531,3256933
2016-06-14,83.9603,85.2003,81.8466,83.0553,7142508
2016-06-15,83.0241,85.1746,82.2077,84.3371,4996966
2016-06-16,84.1078,85.0587,83.8898,84.8383,6371747
2016-06-17,84.6867,87.1906,84.1731,86.6619,3498303
2016-06-20,86.9929,87.9555,85.9299,86.8808,8071793
2016-06-21,87.0844,87.088,85.4139,85.4175,3482670
2016-06-22,85.5834,85.7517,83.6472,83.8117,7284440
2016-06-23,83.737,86.578,82.9361,85.75,4203109
2016-06-24,85.9205,88.9869,84.7954,87.8216,4886959
2016-06-27,87.626,87.6484,87.5795,87.6019,10895170
2016-06-28,87.5231,88.3165,86.3537,87.1365,8684970
2016-06-29,87.4297,89.2923,87.063,88.9178,10871101
2016-06-30,89.1876,89.7658,86.9985,87.5626,12811172
2016-07-01,87.2652,88.2042,85.5614,86.4821,5039421
2016-07-04,86.2261,87.6442,85.8433,87.2551,12503585
2016-07-05,87.288,87.9636,86.1113,86.7778,3819901
2016-07-06,87.2983,88.2918,85.7938,86.7702,9252251
2016-07-07,86.1962,87.7635,85.0264,86.5724,5635532
2016-07-08,86.6559,87.4209,86.2158,86.9769,4731804
2016-07-11,86.5633,89.3984,85.8761,88.6887,8777702
2016-07-12,88.494,88.9898,88.3038,88.7986,10018239
2016-07-13,88.6866,90.4997,87.7981,89.5931,9899993
2016-07-14,89.4627,90.1669,86.4018,87.0819,7481031
2016-07-15,86.921,87.894,86.0583,87.0217,7237021
2016-07-18,87.0238,87.153,85.8818,86.0092,8475447
2016-07-19,85.8499,85.8785,84.539,84.5672,7751856
2016-07-20,84.1398,84.6419,83.0473,83.5429,8524711
2016-07-21,83.7689,84.2065,82.7234,83.1555,7448603
2016-07-22,83.3727,84.6971,82.8995,84.2164,9617076
2016-07-25,84.4627,84.5322,82.6131,82.6811,3580647
2016-07-26,82.2409,83.4099,81.5555,82.7148,6513763
2016-07-27,82.8005,84.3905,80.6123,82.1603,3946733
2016-07-28,82.3529,83.3917,80.7678,81.7866,7668396
2016-07-29,81.495,83.1475,81.2815,82.9298,13239421
2016-08-01,82.9324,84.3074,82.1865,83.5492,5679100
2016-08-02,83.5155,85.8348,82.811,85.1107,7223413
2016-08-03,85.6557,86.3268,84.267,84.9273,9290770
2016-08-04,85.4954,85.9764,83.6402,84.1107,3002176
2016-08-05,83.6271,84.2606,83.2183,83.8487,5571044
2016-08-08,84.5764,84.63,84.0763,84.1296,7942539
2016-08-09,83.9721,84.4293,83.8389,84.2953,1692940
2016-08-10,84.4648,84.6657,83.3953,83.5937,3649321
2016-08-11,83.76,83.7623,83.697,83.6994,8377989
2016-08-12,83.5289,84.4498,82.9849,83.8997,8056373
2016-08-15,83.9845,85.9991,83.6847,85.6921,6265084
2016-08-16,85.6732,87.0874,85.6509,87.0648,7676347
2016-08-17,87.1637,87.6626,86.0113,86.5037,5878528
2016-08-18,86.5446,86.846,86.0457,86.3454,6735706
2016-08-19,86.5572,87.2413,84.6919,85.3613,4754080
2016-08-22,85.3745,85.3888,84.9796,84.9938,5649628
2016-08-23,84.9646,85.8028,84.4252,85.2582,4188390
2016-08-24,85.4497,86.2174,85.3822,86.1493,8941095
2016-08-25,86.2517,86.3364,85.5971,85.6812,9913411
2016-08-26,85.8096,86.1774,84.904,85.2679,9367346
2016-08-29,85.152,85.8906,83.1045,83.8253,4581476
2016-08-30,83.6461,84.1823,83.224,83.7575,3683101
2016-08-31,83.6602,83.9589,82.7797,83.0753,8989472
2016-09-01,82.9697,83.2024,82.5276,82.759,6704826
2016-09-02,82.8924,83.6518,81.4635,82.2098,6151515
2016-09-05,82.3742,82.8917,81.6761,82.1893,4186277
2016-09-06,82.1632,82.4155,80.8087,81.057,6395088
2016-09-07,81.2948,81.6548,79.7775,80.1308,3494371
2016-09-08,80.3556,81.8069,80.1355,81.5829,6951028
2016-09-09,81.6235,81.6882,80.7055,80.7694,9363502
2016-09-12,80.6336,81.0559,79.6717,80.089,10357210
2016-09-13,80.3477,81.4013,80.2924,81.3453,7161176
2016-09-14,81.3352,83.7476,80.9463,83.3472,3103269
2016-09-15,83.3688,83.5682,82.3975,82.5945,5836882
2016-09-16,82.5371,82.8649,82.0629,82.3888,12694101
2016-09-19,82.2389,83.2647,81.6443,82.6627,3810727
2016-09-20,82.4145,84.0384,82.2641,83.8851,5267690
2016-09-21,83.9938,84.3763,82.876,83.2533,9494137
2016-09-22,83.1199,83.2511,82.9986,83.1296,6904119
2016-09-23,83.652,83.9011,83.4556,83.7042,14546163
2016-09-26,83.5183,84.2424,83.3241,84.0466,4023358
2016-09-27,83.8305,83.9912,83.6715,83.8319,3630471
2016-09-28,83.9195,84.0305,83.673,83.7838,8801436
2016-09-29,84.0465,84.4859,82.4579,82.889,3343149
2016-09-30,82.8999,83.2598,82.4129,82.7706,4985618
2016-10-03,82.8677,83.1268,82.3758,82.6334,5254086
2016-10-04,82.3221,83.1956,81.9642,82.8339,8163398
2016-10-05,82.7191,83.1207,82.1025,82.5011,6896209
2016-10-06,82.32,83.137,82.0492,82.8635,6475920
2016-10-07,82.5427,83.8164,82.3269,83.5972,4591893
2016-10-10,83.6173,83.7542,83.6105,83.7474,8769382
2016-10-11,83.3638,84.62,82.7854,84.0329,26993452
2016-10-12,83.8057,84.4478,83.4739,84.1134,7111957
2016-10-13,84.0209,84.4871,83.693,84.1573,5613270
2016-10-14,84.0142,84.8059,82.9238,83.7052,3209514
2016-10-17,83.7732,84.2572,83.4839,83.9663,4179836
2016-10-18,84.0188,84.4268,83.5375,83.9432,4951946
2016-10-19,84.0969,85.7428,83.7991,85.4391,4355435
2016-10-20,85.5708,86.7006,85.4639,86.5923,5359301
2016-10-21,86.7947,87.923,85.7964,86.9117,10984345
2016-10-24,86.9113,86.9999,86.3273,86.4154,8882930
2016-10-25,86.4691,86.7007,85.4475,85.6764,5061848
2016-10-26,85.7662,86.8954,85.4365,86.5614,3326606
2016-10-27,86.5865,86.9436,86.4367,86.7932,9209281
2016-10-28,86.7226,87.4383,86.467,87.1806,5289073
2016-10-31,87.1213,87.3742,85.7399,85.9888,2703817
2016-11-01,85.845,86.9982,85.5405,86.6896,7172374
2016-11-02,86.7645,87.3876,86.4375,87.0583,8129825
2016-11-03,87.0415,87.2526,86.1064,86.3152,2043985
2016-11-04,86.1981,87.1458,85.0919,86.0275,3878478
2016-11-07,85.9109,86.722,85.4517,86.2585,5160756
2016-11-08,86.045,86.6562,85.7317,86.3406,7236003
2016-11-09,86.5138,86.5453,86.1478,86.1792,4388406
2016-11-10,86.1931,86.5944,85.7519,86.1512,3866725
2016-11-11,85.9992,86.2358,85.7825,86.0185,7214785
2016-11-14,86.161,86.6914,85.6438,86.171,4472447
2016-11-15,86.0722,87.3346,85.9999,87.2612,6699859
2016-11-16,87.0103,87.1925,85.3122,85.4908,3457889
2016-11-17,85.6698,85.8393,85.2011,85.3697,3140341
2016-11-18,85.2759,85.5431,85.2707,85.5379,7296336
2016-11-21,85.4663,86.4423,84.8216,85.7902,5967169
2016-11-22,85.7975,86.0592,85.3137,85.574,7800961
2016-11-23,85.7744,85.9462,84.227,84.3958,4358933
2016-11-24,84.3992,84.8349,84.2322,84.667,3924435
2016-11-25,84.4594,85.9496,84.4282,85.918,9295703
2016-11-28,86.0137,86.6183,84.2973,84.8898,2933162
2016-11-29,84.8056,85.8791,84.4678,85.5371,8898200
2016-11-30,85.8683,86.286,84.9387,85.3518,9147371
2016-12-01,85.3516,85.6385,85.0676,85.3535,7608762
2016-12-02,84.9638,85.2316,84.399,84.6649,4096535
2016-12-05,84.7269,85.0631,84.1435,84.4774,3890957
2016-12-06,84.8144,85.7832,84.4614,85.4262,4959189
2016-12-07,85.7022,85.9473,85.6347,85.8796,3213140
2016-12-08,86.2021,87.7579,85.607,87.1521,3671451
2016-12-09,86.9703,88.2395,86.776,88.0424,6980764
2016-12-12,88.207,88.5,88.113,88.4057,6993662
2016-12-13,88.2751,89.8246,88.1764,89.7241,3544633
2016-12-14,89.7654,90.1109,89.7488,90.0943,7068960
2016-12-15,89.8598,91.0759,89.5429,90.7546,6468770
2016-12-16,90.635,90.9071,90.3106,90.5818,9867230
2016-12-19,90.4564,90.6978,90.4371,90.6785,6772831
2016-12-20,90.8454,90.9198,90.1354,90.2091,8237502
2016-12-21,90.3571,91.1504,90.1987,90.9906,6527968
2016-12-22,91.0422,91.5602,89.6538,90.1639,7982378
2016-12-23,89.915,91.1906,89.5207,90.7908,3223339
2016-12-26,90.7329,91.7235,89.717,90.6965,5137501
2016-12-27,90.5581,91.873,90.3071,91.6184,5310423
2016-12-28,91.7817,92.7826,91.2366,92.2317,4892800
2016-12-29,92.4544,93.727,92.3942,93.666,6441873
2016-12-30,93.8688,94.4494,93.6978,94.2774,6951911
2017-01-02,94.1318,94.4108,92.8449,93.1201,6310201
2017-01-03,92.5993,93.6701,92.0531,93.1176,5025310
2017-01-04,92.7814,92.8111,92.2468,92.2763,4018757
2017-01-05,92.5453,93.3079,91.1821,91.9335,8365692
2017-01-06,91.858,93.9147,91.0875,93.1269,6203774
2017-01-09,92.9839,94.1188,92.5339,93.6633,3588804
2017-01-10,93.9788,94.1348,93.023,93.1773,4991765
2017-01-11,93.419,93.8815,91.9998,92.4553,2685709
2017-01-12,92.4599,92.8557,92.134,92.5284,5470734
2017-01-13,92.4728,92.5447,91.5878,91.659,4982405
2017-01-16,91.6342,91.8869,90.9533,91.2042,4286531
2017-01-17,91.2466,91.7702,90.9633,91.4853,10166569
2017-01-18,91.7854,92.4817,91.7075,92.4031,3396695
2017-01-19,92.4831,92.9884,92.4085,92.9134,7155075
2017-01-20,93.0517,93.1643,91.1236,91.2339,12935144
2017-01-23,91.4526,91.7316,91.231,91.5093,8299305
2017-01-24,91.2905,91.8722,91.031,91.6111,5326259
2017-01-25,91.7528,92.5792,91.1492,91.9702,3426835
2017-01-26,91.9147,93.9916,91.1839,93.2442,3128144
2017-01-27,92.7651,93.9067,90.6147,91.7298,4575170
2017-01-30,91.331,91.5355,91.1305,91.3345,4097858
2017-01-31,91.1444,92.4248,90.5533,91.8255,4044856
2017-02-01,91.9254,92.2753,90.3473,90.6912,4733852
2017-02-02,90.7123,92.072,90.4857,91.8419,5177725
2017-02-03,91.8766,92.7769,91.2732,92.1675,6549243
2017-02-06,92.5364,93.4122,91.9865,92.8572,3287561
2017-02-07,92.6162,92.6728,92.4158,92.4723,4105662
2017-02-08,92.4671,93.2289,92.3781,93.1392,5060148
2017-02-09,93.1973,94.407,92.8022,94.0068,4988177
2017-02-10,93.8652,94.3946,93.7069,94.2354,11243995
2017-02-13,94.2409,95.1944,93.5195,94.4658,5918975
2017-02-14,94.1569,95.0142,93.8699,94.7246,2828732
2017-02-15,94.9984,95.5249,93.5877,94.1063,6375976
2017-02-16,93.9751,94.08,93.937,94.0418,6709538
2017-02-17,94.4337,94.6219,93.7865,93.9735,5130553
2017-02-20,93.9672,94.5383,93.7484,94.3182,3319805
2017-02-21,94.5169,95.5395,94.1249,95.1433,10896990
2017-02-22,95.1329,95.6139,93.8966,94.3713,3515954
2017-02-23,94.3654,94.5452,94.1446,94.324,7025691
2017-02-24,94.2113,95.7556,93.9846,95.5252,5843237
2017-02-27,95.5485,96.2563,94.2963,94.9948,6859187
2017-02-28,95.0567,95.5506,93.9185,94.4066,10676103
2017-03-01,94.2551,94.8695,93.9998,94.6125,6752550
2017-03-02,94.5883,95.3927,94.5149,95.3187,4313713
2017-03-03,95.1997,95.6422,94.9361,95.3774,8395212
2017-03-06,95.8275,96.8434,95.4595,96.4714,4190520
2017-03-07,96.4537,97.291,96.365,97.2014,5758562
2017-03-08,97.5094,98.4037,97.0351,97.925,3215655
2017-03-09,97.8857,98.4535,97.8541,98.4217,3567810
2017-03-10,98.474,100.4522,98.3916,100.3682,5505895
2017-03-13,100.097,100.7135,99.6384,100.252,6249487
2017-03-14,100.1603,100.3539,98.4816,98.672,2730018
2017-03-15,98.7146,100.256,98.4912,100.0291,6580953
2017-03-16,100.3544,100.5125,99.5501,99.7069,3886438
2017-03-17,99.7522,99.9395,99.66,99.8472,8999238
2017-03-20,100.1304,101.3324,99.7787,100.9764,4685529
2017-03-21,101.1089,101.2525,99.5707,99.7122,3441184
2017-03-22,100.0449,100.2088,98.5854,98.7469,5559935
2017-03-23,98.7349,99.5581,96.705,97.5113,3738822
2017-03-24,97.9896,98.638,96.2927,96.9298,8960650
2017-03-27,96.8335,97.6333,96.5329,97.3302,5395022
2017-03-28,97.1776,97.982,96.997,97.7999,5076358
2017-03-29,97.558,98.115,97.5158,98.0726,6834512
2017-03-30,98.5418,99.1543,96.396,96.9952,3608476
2017-03-31,97.158,97.2613,95.1261,95.2272,3220714
2017-04-03,95.162,95.3668,95.1146,95.3193,6350956
2017-04-04,95.5634,95.6712,94.8943,95.0013,3474311
2017-04-05,95.1352,95.6296,94.9159,95.4092,3473840
2017-04-06,95.794,96.4449,95.3613,96.0093,7538077
2017-04-07,95.7056,96.4959,95.3806,96.1683,6654480
2017-04-10,96.0799,97.7387,95.5357,97.1851,4157421
2017-04-11,97.0295,98.676,95.8659,97.4927,5358973
2017-04-12,96.8283,98.8415,96.2095,98.2098,4782360
2017-04-13,98.5713,98.8921,96.9383,97.2538,13970591
2017-04-14,97.1627,97.2494,96.9239,97.0104,9863400
2017-04-17,97.2593,97.3568,97.1763,97.2737,5801339
2017-04-18,98.0722,98.4103,98.0465,98.3845,8644339
2017-04-19,98.2642,98.6511,97.4636,97.8475,3990642
2017-04-20,97.7048,100.6546,95.6668,98.5551,5245488
2017-04-21,98.5956,98.7513,98.0362,98.191,7159012
2017-04-24,98.5275,99.0718,97.491,98.0296,8226158
2017-04-25,97.8373,100.5618,96.4749,99.1614,6602465
2017-04-26,98.9449,99.3446,96.0702,96.4583,7580902
2017-04-27,96.8123,97.8066,93.776,94.7391,7083452
2017-04-28,94.8635,95.1814,92.5014,92.8114,6430136
2017-05-01,92.1562,95.5817,86.636,89.8563,6098046
2017-05-02,89.4756,89.9785,88.5166,89.0141,5788775
2017-05-03,89.4783,91.388,88.0625,89.9419,7532310
2017-05-04,90.0673,91.5746,88.1115,89.5861,8091005
2017-05-05,89.3498,90.9726,88.228,89.8305,7431817
2017-05-08,89.7774,93.3216,87.7318,91.1952,4284431
2017-05-09,91.1994,93.6145,90.4909,92.8872,4603678
2017-05-10,93.1243,93.131,92.79,92.7967,8052475
2017-05-11,92.361,96.4181,90.5738,94.5523,12367797
2017-05-12,94.2772,95.0234,93.9281,94.6715,7296486
2017-05-15,94.7611,95.6723,92.6864,93.5776,5822672
2017-05-16,93.5453,93.8288,92.528,92.8084,7509455
2017-05-17,92.9925,93.4458,90.4809,90.922,4356627
2017-05-18,90.5355,90.846,89.5014,89.8083,11588393
2017-05-19,89.9195,91.3221,87.9898,89.3623,7396925
2017-05-22,89.7009,90.8829,89.1863,90.3616,5252183
2017-05-23,90.5141,93.8971,89.2067,92.5408,6421865
2017-05-24,92.5854,93.4592,89.9348,90.7835,5560078
2017-05-25,90.7534,92.7989,89.2656,91.2776,11601040
2017-05-26,91.014,92.1677,88.8431,89.9693,6331459
2017-05-29,89.9468,91.2009,89.3163,90.5616,7305102
2017-05-30,90.9577,92.1705,89.2062,90.3957,8635808
2017-05-31,90.3584,90.3916,88.097,88.1294,5104487
2017-06-01,87.8581,89.5615,87.5712,89.269,7418008
2017-06-02,89.1169,90.1831,87.4756,88.5222,7661448
2017-06-05,88.5838,89.1581,87.3022,87.8682,3686934
2017-06-06,87.7545,88.1942,86.142,86.5736,7595115
2017-06-07,86.7193,87.1155,85.4006,85.7908,6740418
2017-06-08,85.9463,86.4235,85.8231,86.2996,7231260
2017-06-09,86.5658,87.9807,84.6879,86.0721,6963475
2017-06-12,86.4977,86.737,86.225,86.4636,7614807
2017-06-13,86.7624,86.9022,86.7571,86.8969,11720788
2017-06-14,86.6161,88.6248,86.4946,88.5005,4282872
2017-06-15,88.2239,88.5023,87.8026,88.0796,5986852
2017-06-16,88.0565,88.2355,86.1187,86.2938,8962724
2017-06-19,86.159,87.7708,85.9698,87.5781,8321122
2017-06-20,87.2334,87.4412,86.968,87.1752,8249800
2017-06-21,87.0419,89.2715,86.3197,88.5308,20652939
2017-06-22,88.3854,89.0716,88.3152,89.0009,8776528
2017-06-23,88.794,89.0728,88.5598,88.8378,10791965
2017-06-26,88.7407,89.4051,88.6034,89.2668,6071453
2017-06-27,89.632,92.2064,89.1513,91.7118,4614769
2017-06-28,91.7752,94.7998,91.377,94.3885,6053882
2017-06-29,95.2003,95.6408,94.0425,94.4777,9126760
2017-06-30,94.5335,94.9906,94.2305,94.6861,8078109
2017-07-03,94.591,96.1299,94.5688,96.1074,8066561
2017-07-04,96.1087,96.3519,94.7462,94.986,6300878
2017-07-05,95.0704,95.6846,94.8114,95.4239,5911536
2017-07-06,95.5679,95.9725,94.9859,95.3881,6388400
2017-07-07,96.0769,97.4008,94.5002,95.8024,9172565
2017-07-10,95.5222,95.8268,94.3997,94.7007,9609169
2017-07-11,94.983,95.166,92.4576,92.6358,4590229
2017-07-12,92.7025,93.3597,89.3771,90.0108,9312557
2017-07-13,89.5222,89.9187,88.2354,88.6262,5291693
2017-07-14,88.8632,90.2748,86.6861,88.0632,8281262
2017-07-17,88.4508,88.7305,87.4281,87.7046,6357533
2017-07-18,87.4445,90.7476,86.8105,90.0896,12842271
2017-07-19,90.0869,92.2386,89.3456,91.4796,5807771
2017-07-20,90.9344,92.255,88.9744,90.2665,7373345
2017-07-21,89.8736,91.8643,88.7356,90.701,8750090
2017-07-24,91.0309,92.0747,89.1668,90.1892,4839654
2017-07-25,90.0436,90.4945,89.3854,89.833,6667759
2017-07-26,89.4886,90.7361,88.8242,90.0625,6170579
2017-07-27,90.1342,92.2156,88.7868,90.8372,5589564
2017-07-28,90.6729,90.9385,90.1455,90.4096,5757697
2017-07-31,90.2622,91.9563,90.0605,91.7509,10710586
2017-08-01,91.9862,93.0921,89.2359,90.3088,5403281
2017-08-02,89.946,90.8114,89.4545,90.3152,8610565
2017-08-03,90.0323,95.3536,88.3995,93.6242,7785513
2017-08-04,93.6742,94.107,93.4807,93.9126,3926053
2017-08-07,94.2285,96.1117,93.918,95.795,8449392
2017-08-08,96.2068,96.6975,95.4282,95.9149,3900175
2017-08-09,95.6942,98.1849,94.2357,96.6885,8825661
2017-08-10,97.003,97.228,96.3872,96.6108,5604389
2017-08-11,96.3487,97.303,95.436,96.3813,6887951
2017-08-14,96.993,97.4772,94.8706,95.3441,4090694
2017-08-15,94.9703,95.929,94.9543,95.9128,7209356
2017-08-16,96.3553,97.1558,94.0051,94.786,9946362
2017-08-17,94.5707,95.8434,94.3924,95.6628,4971097
2017-08-18,96.3324,97.9322,95.5245,97.1109,5384691
2017-08-21,97.31,97.954,96.9621,97.6038,8234026
2017-08-22,97.2608,97.3957,97.081,97.2157,8316771
2017-08-23,97.04,98.4781,96.399,97.8276,2592843
2017-08-24,98.0928,98.8027,96.7086,97.4084,15372640
2017-08-25,97.7643,101.2815,95.2512,98.6779,8481168
2017-08-28,98.6538,98.9683,95.8976,96.2033,9072013
2017-08-29,96.2182,98.2968,93.7305,95.7553,6481880
2017-08-30,96.0072,97.219,91.987,93.148,3268350
2017-08-31,93.1905,93.3778,91.0534,91.2363,8991823
2017-09-01,90.8284,92.9818,90.8224,92.9757,5475872
2017-09-04,92.7142,94.4975,92.3582,94.1348,8533498
2017-09-05,94.2115,95.0269,92.3995,93.1992,6289655
2017-09-06,93.5926,93.961,90.9192,91.2771,7550717
2017-09-07,91.7896,91.9059,87.4907,87.6016,5035074
2017-09-08,87.8385,88.4227,86.3683,86.9428,9700547
2017-09-11,87.0294,89.9197,87.0172,89.9071,4267700
2017-09-12,90.1407,92.8726,87.7885,90.4491,16855121
2017-09-13,90.2404,90.3541,89.636,89.7489,16803819
2017-09-14,89.7013,90.4745,89.5557,90.3277,13190628
2017-09-15,90.0702,91.3604,87.1449,88.3932,11434308
2017-09-18,88.0116,88.427,87.6148,88.0283,6636650
2017-09-19,88.1301,88.9933,87.2932,88.1482,10946781
2017-09-20,88.2049,89.1899,87.0694,88.0417,6605853
2017-09-21,88.2517,90.6217,86.6825,89.0104,3687761
2017-09-22,89.179,89.4591,89.155,89.435,12524758
2017-09-25,89.5103,91.3005,88.4958,90.2657,10782846
2017-09-26,90.44,90.4719,89.3757,89.4072,6779417
2017-09-27,89.394,90.7785,89.1445,90.5251,4205331
2017-09-28,90.6547,94.0324,89.2645,92.5904,5430040
2017-09-29,92.3578,92.7057,91.0094,91.3523,3313379
2017-10-02,91.4694,91.9738,89.7391,90.2339,10018757
2017-10-03,90.4431,93.2903,89.113,91.9183,3615041
